0,55.4718745,10.3246129,18.43,298 
1,55.4718771,10.3246154,19.83,298 
2,55.4718738,10.3246066,22.05,315 
3,55.4719456,10.3244993,22.91,315 
4,55.4719632,10.3244384,23.33,315 
5,55.4720813,10.3243436,20.15,314 
6,55.4720436,10.3242455,20.38,315 
7,55.4721058,10.3241193,20.32,314 
8,55.4719044,10.3245658,20.26,316 
9,55.4719051,10.3245673,24.93,315 
10,55.4719063,10.3245653,26.78,314 
11,55.4719052,10.3245634,29.73,315 
12,55.4719053,10.3245661,31.60,314 
13,55.4719062,10.3245647,34.49,314 
14,55.4719051,10.3245637,38.01,315 
15,55.4719027,10.3245658,40.44,314 
16,55.4719055,10.3245684,27.82,329 
17,55.4718864,10.3245329,24.17,333 
18,55.4719499,10.3244881,22.77,327 
19,55.4719115,10.3245685,21.87,330 
20,55.4718658,10.3246410,16.36,328 
21,55.4718602,10.3246400,15.91,328 
22,55.4718572,10.3246240,15.33,327 
23,55.4718468,10.3245893,15.86,328 
24,55.4718532,10.3245819,16.66,328 
25,55.4718532,10.3245849,17.13,327 
26,55.4718622,10.3245823,16.94,328 
27,55.4718595,10.3245806,18.12,328 
28,55.4718633,10.3245757,19.52,328 
29,55.4719481,10.3244960,19.67,329 
30,55.4719007,10.3245639,18.75,325 
31,55.4719495,10.3245004,18.90,325 
32,55.4719773,10.3244638,18.99,327 
33,55.4719927,10.3244442,19.01,328 
34,55.4720020,10.3244348,19.07,328 
35,55.4720066,10.3244307,19.02,329 
36,55.4720085,10.3244280,18.94,330 
37,55.4720086,10.3244280,18.87,328 
38,55.4720091,10.3244280,18.93,328 
39,55.4720086,10.3244293,18.91,329 
40,55.4718795,10.3245535,19.06,140 
41,55.4718074,10.3246502,19.10,150 
