0,55.4718132,10.3246779,18.62,325 
1,55.4718140,10.3246759,18.60,329 
2,55.4718781,10.3245753,28.82,327 
3,55.4718783,10.3245750,29.23,326 
4,55.4718781,10.3245757,29.41,326 
5,55.4720040,10.3244332,39.93,324 
6,55.4720033,10.3244330,40.18,325 
7,55.4721218,10.3244877,39.61,327 
8,55.4721218,10.3244875,39.52,327 
9,55.4722975,10.3240420,36.16,336 
10,55.4722976,10.3240423,36.27,329 
11,55.4721752,10.3241683,34.84,328 
12,55.4719832,10.3243684,34.24,332 
13,55.4719840,10.3243681,33.97,327 
14,55.4719860,10.3243704,33.73,326 
15,55.4718951,10.3245463,15.85,325 
16,55.4718461,10.3246460,15.20,326 
17,55.4721392,10.3241386,28.21,333 
18,55.4721571,10.3241326,28.83,23 
19,55.4722001,10.3243011,33.07,159 
20,55.4719914,10.3245502,23.89,153 
21,55.4718437,10.3245911,16.58,320 
22,55.4720234,10.3243616,20.55,309 
23,55.4721216,10.3242362,30.27,316 
24,55.4721228,10.3242299,30.53,315 
25,55.4721247,10.3242222,30.60,320 
26,55.4722140,10.3241149,40.73,317 
27,55.4722150,10.3241129,40.76,319 
28,55.4722170,10.3241102,40.90,323 
29,55.4722491,10.3242239,40.70,90 
30,55.4722525,10.3242222,40.98,96 
31,55.4721741,10.3243172,31.46,148 
32,55.4719087,10.3246350,17.25,150 
33,55.4718945,10.3246550,16.65,152 
34,55.4720210,10.3243441,23.56,338 
35,55.4721227,10.3242222,33.32,334 
36,55.4721252,10.3242212,33.46,333 
37,55.4718774,10.3245811,20.06,328 
38,55.4718773,10.3245806,20.52,329 
39,55.4718765,10.3245897,21.18,276 
40,55.4718776,10.3245801,24.97,278 
41,55.4718772,10.3245809,25.00,277 
42,55.4718776,10.3245800,36.94,277 
43,55.4718774,10.3245838,36.81,279 
44,55.4718190,10.3246750,16.11,318 
45,55.4719211,10.3244982,15.16,320 
